"original_failure_id","code","county","place_geoid","status","reason"
"LP24449-ledger-00069","PROVIDER_HEALTH_FALSE","smith-tx","4804156","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00070","PROVIDER_HEALTH_FALSE","cameron-tx","4804174","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00071","PROVIDER_HEALTH_FALSE","cameron-tx","4804176","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00072","PROVIDER_HEALTH_FALSE","dimmit-tx","4804300","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00073","PROVIDER_HEALTH_FALSE","stonewall-tx","4804408","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00074","PROVIDER_HEALTH_FALSE","harris-tx","4804462","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00075","PROVIDER_HEALTH_FALSE","henderson-tx","4804504","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00076","PROVIDER_HEALTH_FALSE","cass-tx","4804516","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00077","PROVIDER_HEALTH_FALSE","denton-tx","4804600","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00078","PROVIDER_HEALTH_FALSE","wise-tx","4804672","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00079","PROVIDER_HEALTH_FALSE","bastrop-tx","4805000","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00080","PROVIDER_HEALTH_FALSE","hays-tx","4805000","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00081","PROVIDER_HEALTH_FALSE","travis-tx","4805000","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00082","PROVIDER_HEALTH_FALSE","williamson-tx","4805000","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00083","PROVIDER_HEALTH_FALSE","refugio-tx","4805036","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00084","PROVIDER_HEALTH_FALSE","red-river-tx","4805072","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00085","PROVIDER_HEALTH_FALSE","cass-tx","4805084","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00086","PROVIDER_HEALTH_FALSE","parker-tx","4805168","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00087","PROVIDER_HEALTH_FALSE","tarrant-tx","4805168","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00088","PROVIDER_HEALTH_FALSE","galveston-tx","4805180","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00089","PROVIDER_HEALTH_FALSE","fannin-tx","4805264","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00090","PROVIDER_HEALTH_FALSE","brazoria-tx","4805288","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00091","PROVIDER_HEALTH_FALSE","callahan-tx","4805336","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00092","PROVIDER_HEALTH_FALSE","dallas-tx","4805372","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00093","PROVIDER_HEALTH_FALSE","bexar-tx","4805384","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00094","PROVIDER_HEALTH_FALSE","runnels-tx","4805456","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00095","PROVIDER_HEALTH_FALSE","reeves-tx","4805468","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00096","PROVIDER_HEALTH_FALSE","starr-tx","4805520","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00097","PROVIDER_HEALTH_FALSE","bandera-tx","4805528","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00098","PROVIDER_HEALTH_FALSE","brown-tx","4805552","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00100","PROVIDER_HEALTH_FALSE","nueces-tx","4805576","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00101","PROVIDER_HEALTH_FALSE","ellis-tx","4805612","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00102","PROVIDER_HEALTH_FALSE","edwards-tx","4805648","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00103","PROVIDER_HEALTH_FALSE","starr-tx","4805690","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00104","PROVIDER_HEALTH_FALSE","harris-tx","4805696","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00105","PROVIDER_HEALTH_FALSE","navarro-tx","4805708","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00106","PROVIDER_HEALTH_FALSE","ward-tx","4805720","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00107","PROVIDER_HEALTH_FALSE","bell-tx","4805732","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00108","PROVIDER_HEALTH_FALSE","williamson-tx","4805732","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00109","PROVIDER_HEALTH_FALSE","travis-tx","4805750","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00110","PROVIDER_HEALTH_FALSE","denton-tx","4805768","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00111","PROVIDER_HEALTH_FALSE","bastrop-tx","4805864","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00112","PROVIDER_HEALTH_FALSE","zavala-tx","4805924","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00113","PROVIDER_HEALTH_FALSE","matagorda-tx","4805984","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00114","PROVIDER_HEALTH_FALSE","galveston-tx","4806060","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00115","PROVIDER_HEALTH_FALSE","refugio-tx","4806104","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00116","PROVIDER_HEALTH_FALSE","chambers-tx","4806128","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00117","PROVIDER_HEALTH_FALSE","harris-tx","4806128","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00118","PROVIDER_HEALTH_FALSE","cameron-tx","4806140","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00119","PROVIDER_HEALTH_FALSE","chambers-tx","4806200","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00120","PROVIDER_HEALTH_FALSE","hays-tx","4806242","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00121","PROVIDER_HEALTH_FALSE","dallas-tx","4806244","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00122","PROVIDER_HEALTH_FALSE","fort-bend-tx","4806272","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00123","PROVIDER_HEALTH_FALSE","jefferson-tx","4807000","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00124","PROVIDER_HEALTH_FALSE","jefferson-tx","4807036","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00125","PROVIDER_HEALTH_FALSE","burleson-tx","4807042","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00126","PROVIDER_HEALTH_FALSE","panola-tx","4807108","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00127","PROVIDER_HEALTH_FALSE","tarrant-tx","4807132","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00128","PROVIDER_HEALTH_FALSE","grimes-tx","4807144","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00129","PROVIDER_HEALTH_FALSE","travis-tx","4807156","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00130","PROVIDER_HEALTH_FALSE","bee-tx","4807192","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00131","PROVIDER_HEALTH_FALSE","harris-tx","4807300","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00132","PROVIDER_HEALTH_FALSE","clay-tx","4807396","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00133","PROVIDER_HEALTH_FALSE","mclennan-tx","4807408","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00134","PROVIDER_HEALTH_FALSE","grayson-tx","4807420","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00135","PROVIDER_HEALTH_FALSE","austin-tx","4807432","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00136","PROVIDER_HEALTH_FALSE","hays-tx","4807486","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00137","PROVIDER_HEALTH_FALSE","bell-tx","4807492","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00138","PROVIDER_HEALTH_FALSE","milam-tx","4807516","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00139","PROVIDER_HEALTH_FALSE","duval-tx","4807528","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00140","PROVIDER_HEALTH_FALSE","jim-wells-tx","4807540","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00141","PROVIDER_HEALTH_FALSE","tarrant-tx","4807552","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00142","PROVIDER_HEALTH_FALSE","knox-tx","4807636","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00143","PROVIDER_HEALTH_FALSE","starr-tx","4807642","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00144","PROVIDER_HEALTH_FALSE","van-zandt-tx","4807708","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00145","PROVIDER_HEALTH_FALSE","henderson-tx","4807852","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00146","PROVIDER_HEALTH_FALSE","burnet-tx","4807864","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00147","PROVIDER_HEALTH_FALSE","mclennan-tx","4808104","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00148","PROVIDER_HEALTH_FALSE","jefferson-tx","4808128","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00149","PROVIDER_HEALTH_FALSE","frio-tx","4808164","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00150","PROVIDER_HEALTH_FALSE","reagan-tx","4808212","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00151","PROVIDER_HEALTH_FALSE","upshur-tx","4808224","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00152","PROVIDER_HEALTH_FALSE","howard-tx","4808236","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00153","PROVIDER_HEALTH_FALSE","liberty-tx","4808240","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00154","PROVIDER_HEALTH_FALSE","polk-tx","4808240","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00155","PROVIDER_HEALTH_FALSE","dimmit-tx","4808260","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00157","PROVIDER_HEALTH_FALSE","nueces-tx","4808392","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00158","PROVIDER_HEALTH_FALSE","potter-tx","4808398","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00159","PROVIDER_HEALTH_FALSE","cass-tx","4808404","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00160","PROVIDER_HEALTH_FALSE","cameron-tx","4808410","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00161","PROVIDER_HEALTH_FALSE","coke-tx","4808488","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00162","PROVIDER_HEALTH_FALSE","nolan-tx","4808488","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00163","PROVIDER_HEALTH_FALSE","blanco-tx","4808536","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00164","PROVIDER_HEALTH_FALSE","brown-tx","4808596","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00165","PROVIDER_HEALTH_FALSE","cochran-tx","4808644","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
"LP24449-ledger-00166","PROVIDER_HEALTH_FALSE","matagorda-tx","4808668","FIXED","Current accepted membership uses the existing source authorities; unavailable plus zero is not presented as a complete quiet state."
