fixtureId,countyId,countyName,countyFips,community,communityIdentity,queryClass,privacyClass,queryVariantClass,query,expectedResolutionClass,expectedCounty,expectedLocality,expectedExactness,providerAttempted,providerSucceeded,providerResultClass,selectedResultClass,identityAgreement,countyAgreement,localityAgreement,coordinateValidity,precisionClass,rendered,selectable,markerCreated,routeHandoffEligible,failureTruthful,notes
"LP241-TX-48051-01","burleson","","48051","null","null","BOUNDARY_SENSITIVE","PUBLIC_GOVERNMENT_FACILITY","CR_ABBREVIATED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48053-01","burnet","","48053","null","null","UNINCORPORATED","PUBLIC_GOVERNMENT_FACILITY","FM_RM"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48055-01","caldwell","","48055","null","null","COMMON_STREET","PUBLIC_GOVERNMENT_FACILITY","SH_US"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48057-01","calhoun","","48057","null","null","PUBLIC_FACILITY","PUBLIC_GOVERNMENT_FACILITY","ZIP_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48059-01","callahan","","48059","null","null","COUNTY_ROAD","PUBLIC_GOVERNMENT_FACILITY","CITY_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48061-01","cameron","","48061","null","null","CR_ABBREVIATION","PUBLIC_GOVERNMENT_FACILITY","PLAIN"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48063-01","camp","","48063","null","null","FM_RM_ROAD","PUBLIC_GOVERNMENT_FACILITY","INTENTIONAL_TYPO"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48065-01","carson","","48065","null","null","SH_US_HIGHWAY","PUBLIC_GOVERNMENT_FACILITY","COUNTY_ROAD_SPELLED_OUT"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48067-01","cass","","48067","null","null","ZIP_QUALIFIED","PUBLIC_GOVERNMENT_FACILITY","CR_ABBREVIATED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48069-01","castro","","48069","null","null","CITY_QUALIFIED","PUBLIC_GOVERNMENT_FACILITY","FM_RM"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48071-01","chambers","","48071","null","null","BUSINESS_POI","PUBLIC_GOVERNMENT_FACILITY","SH_US"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48073-01","cherokee","","48073","null","null","ROAD_ONLY","PUBLIC_GOVERNMENT_FACILITY","ZIP_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48075-01","childress","","48075","null","null","SYNTHETIC_NO_RESULT","SYNTHETIC_NEGATIVE","CITY_INCLUDED","Nonexistent LP241 Test Road,  County, Texas","TRUTHFUL_NO_RESULT","","null","NO_RESULT","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48077-01","clay","","48077","null","null","TYPO_NORMALIZATION","PUBLIC_GOVERNMENT_FACILITY","PLAIN"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48079-01","cochran","","48079","null","null","BOUNDARY_SENSITIVE","PUBLIC_GOVERNMENT_FACILITY","INTENTIONAL_TYPO"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48081-01","coke","","48081","null","null","UNINCORPORATED","PUBLIC_GOVERNMENT_FACILITY","COUNTY_ROAD_SPELLED_OUT"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48083-01","coleman","","48083","null","null","COMMON_STREET","PUBLIC_GOVERNMENT_FACILITY","CR_ABBREVIATED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48085-01","collin","","48085","null","null","PUBLIC_FACILITY","PUBLIC_GOVERNMENT_FACILITY","FM_RM"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48087-01","collingsworth","","48087","null","null","COUNTY_ROAD","PUBLIC_GOVERNMENT_FACILITY","SH_US"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48089-01","colorado","","48089","null","null","CR_ABBREVIATION","PUBLIC_GOVERNMENT_FACILITY","ZIP_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48091-01","comal","","48091","null","null","FM_RM_ROAD","PUBLIC_GOVERNMENT_FACILITY","CITY_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48093-01","comanche","","48093","null","null","SH_US_HIGHWAY","PUBLIC_GOVERNMENT_FACILITY","PLAIN"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48095-01","concho","","48095","null","null","ZIP_QUALIFIED","PUBLIC_GOVERNMENT_FACILITY","INTENTIONAL_TYPO"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48097-01","cooke","","48097","null","null","CITY_QUALIFIED","PUBLIC_GOVERNMENT_FACILITY","COUNTY_ROAD_SPELLED_OUT"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48099-01","coryell","","48099","null","null","BUSINESS_POI","PUBLIC_GOVERNMENT_FACILITY","CR_ABBREVIATED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48101-01","cottle","","48101","null","null","ROAD_ONLY","PUBLIC_GOVERNMENT_FACILITY","FM_RM"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48103-01","crane","","48103","null","null","SYNTHETIC_NO_RESULT","SYNTHETIC_NEGATIVE","SH_US","Nonexistent LP241 Test Road,  County, Texas","TRUTHFUL_NO_RESULT","","null","NO_RESULT","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48105-01","crockett","","48105","null","null","TYPO_NORMALIZATION","PUBLIC_GOVERNMENT_FACILITY","ZIP_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48107-01","crosby","","48107","null","null","BOUNDARY_SENSITIVE","PUBLIC_GOVERNMENT_FACILITY","CITY_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48109-01","culberson","","48109","null","null","UNINCORPORATED","PUBLIC_GOVERNMENT_FACILITY","PLAIN"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48111-01","dallam","","48111","null","null","COMMON_STREET","PUBLIC_GOVERNMENT_FACILITY","INTENTIONAL_TYPO"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48113-01","dallas","","48113","null","null","PUBLIC_FACILITY","PUBLIC_GOVERNMENT_FACILITY","COUNTY_ROAD_SPELLED_OUT"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48115-01","dawson","","48115","null","null","COUNTY_ROAD","PUBLIC_GOVERNMENT_FACILITY","CR_ABBREVIATED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48117-01","deaf-smith","","48117","null","null","CR_ABBREVIATION","PUBLIC_GOVERNMENT_FACILITY","FM_RM"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48119-01","delta","","48119","null","null","FM_RM_ROAD","PUBLIC_GOVERNMENT_FACILITY","SH_US"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48121-01","denton","","48121","null","null","SH_US_HIGHWAY","PUBLIC_GOVERNMENT_FACILITY","ZIP_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48123-01","dewitt","","48123","null","null","ZIP_QUALIFIED","PUBLIC_GOVERNMENT_FACILITY","CITY_INCLUDED"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48125-01","dickens","","48125","null","null","CITY_QUALIFIED","PUBLIC_GOVERNMENT_FACILITY","PLAIN"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48127-01","dimmit","","48127","null","null","BUSINESS_POI","PUBLIC_GOVERNMENT_FACILITY","INTENTIONAL_TYPO"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48129-01","donley","","48129","null","null","ROAD_ONLY","PUBLIC_GOVERNMENT_FACILITY","COUNTY_ROAD_SPELLED_OUT"," County Courthouse, Texas","EXACT_OR_ACCEPTABLE_APPROXIMATE","","null","PUBLIC_POI_NOT_RESIDENTIAL_EXACTNESS","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
"LP241-TX-48131-01","duval","","48131","null","null","SYNTHETIC_NO_RESULT","SYNTHETIC_NEGATIVE","CR_ABBREVIATED","Nonexistent LP241 Test Road,  County, Texas","TRUTHFUL_NO_RESULT","","null","NO_RESULT","null","null","null","null","null","null","null","null","null","null","null","null","null","null","PLAN ONLY — execute in an approved owner browser; no private address and no runtime result claimed."
